% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
1	1.25	2	10	3	3	139	150772	139	150772	0.003	0	0.003	0.003	1084.69	269.038	277	1383	
1	1.25	3	11	1	3	149	155161	148	155040	0.003	0	0.003	0.003	1047.57	353.338	121	1335	
1	1.25	3	12	3	3	149	155641	148	155092	0.003	0	0.003	0.003	1047.92	277.544	277	1383	
1	1.25	3	13	4	3	138	154815	139	155364	0.003	0	0.003	0.003	1117.73	253.102	277	1383	
1	1.25	3	14	2	3	145	155286	145	155286	0.003	0	0.003	0.003	1070.94	288.912	277	1383	
1	1.25	3	15	5	3	171	155161	171	155321	0.003	0	0.003	0.003	908.31	436.802	145	1335	
1	1.25	4	16	2	3	139	132624	139	132880	0.00305036	0.000593732	0.003	0.01	955.971	244.507	277	1383	
1	1.25	4	17	1	3	133	132929	133	132929	0.003	0	0.003	0.003	999.466	205.485	277	1095	
1	1.25	4	18	5	3	159	133203	159	133075	0.003	0	0.003	0.003	836.95	351.093	121	1239	
1	1.25	4	19	4	3	136	133185	135	133184	0.003	0	0.003	0.003	986.548	225.106	113	1143	
1	1.25	4	20	3	3	131	133761	131	133761	0.003	0	0.003	0.003	1021.08	180.095	173	1239	
1.25	1.5	1	1	5	3	154	157496	153	157295	0.003	0	0.003	0.003	1028.07	359.893	201	1431	
1.25	1.5	1	2	2	3	149	157622	149	157382	0.003	0	0.003	0.003	1056.26	341.773	200	1431	
1.25	1.5	1	3	4	3	142	157588	142	157300	0.003	0	0.003	0.003	1107.75	289.639	277	1383	
1.25	1.5	1	4	1	3	141	157395	141	157395	0.003	0	0.003	0.003	1116.28	308.387	121	1335	
1.25	1.5	1	5	3	3	149	157043	150	157848	0.003	0	0.003	0.003	1052.32	314.834	277	1383	
1.25	1.5	2	6	4	3	159	151805	159	151805	0.003	0	0.003	0.003	954.748	385.676	145	1335	
1.25	1.5	2	7	5	3	138	152117	137	151888	0.003	0	0.003	0.003	1108.67	289.445	113	1287	
1.25	1.5	2	8	2	3	144	151262	144	151806	0.003	0	0.003	0.003	1054.21	293.097	277	1383	
1.25	1.5	2	9	1	3	142	151250	143	151543	0.0030979	0.000824917	0.003	0.01	1059.74	282.99	277	1383	
1.25	1.5	2	10	3	3	141	152689	141	152401	0.003	0	0.003	0.003	1080.86	269.044	277	1383	
1.25	1.5	3	11	1	3	157	155018	158	155139	0.003	0	0.003	0.003	981.892	371.546	121	1335	
1.25	1.5	3	12	3	3	143	155389	144	155938	0.003	0	0.003	0.003	1082.9	261.947	277	1383	
1.25	1.5	3	13	4	3	140	155289	140	155289	0.003	0	0.003	0.003	1109.21	287.054	276	1383	
1.25	1.5	3	14	2	3	144	155024	143	154475	0.003	0	0.003	0.003	1080.24	279.788	277	1383	
1.25	1.5	3	15	5	3	162	155034	162	154874	0.003	0	0.003	0.003	956.012	421.143	145	1335	
1.25	1.5	4	16	2	3	138	133418	138	133162	0.003	0	0.003	0.003	964.942	203.665	277	1095	
1.25	1.5	4	17	1	3	141	133721	141	133977	0.003	0	0.003	0.003	950.191	229.488	277	1095	
1.25	1.5	4	18	5	3	151	133227	151	133227	0.003	0	0.003	0.003	882.298	295.432	121	1239	
